Club,SquadSize,Age,Overall,Potential,Value,Wage,Crossing,Finishing,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Stamina,Strength,Aggression,Interceptions,Positioning,Vision,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,is_LeftFoot,International Reputation,Skill Moves,Weak Foot,Attack_Work_Intensity,Defense_Work_Intensity,NationalityDiversity,WorkRate_Balance,Age_closeness,NationalityDiversity_norm,WorkRate_Balance_norm,International Reputation_norm,Age_closeness_norm,Chemistry_Index_100
ADO Den Haag,28,-0.3024901419703298,0.1290909451685437,0.0107944646213571,-0.2624475794705656,-0.2843978405616122,0.7790928663954506,0.2438014347214399,0.2564595743149662,0.309831938192367,0.6338642343450162,0.371536670031412,-0.3769499662813419,-0.9715142789079724,-1.1205224601080934,0.4471920392042316,0.5348168824166292,-0.293053294239372,0.329301134032975,0.2665490592328147,0.5275717917717869,-0.5450043278453572,-0.1614794227378679,-0.0440347465660527,-0.1846417085607497,1.215390610243312,-0.1650828819171862,1.0096080059708945,0.3104419896178623,0.2868326718973405,-0.1058517633226568,-0.2174281206433922,0.7180377512024348,-25.781896600595598,0.3,0.6457476417347726,0.04699248120300749,0.3896846132313141,34.56061840422735
AEK Athens,28,-0.3968164248575856,0.929052331367717,0.921631738695482,0.2563484899194932,-0.5220649741987966,0.4391732257656264,0.0269441996528322,0.5789028468558824,0.668623995537291,0.8126908295466722,0.6304698018216389,0.4229592555167497,0.7820714829363805,0.904809354565019,0.7828564821996926,1.5604636582400704,0.4951013096895323,0.3116619343273779,0.8878480336475885,0.9456123191666622,1.4748148901246847,0.659889650115582,0.8041897623692328,-0.0500348685325808,-0.2332681307284417,-0.3285219150776417,0.6750432369355552,0.7187337847174073,1.487986195259883,1.4055262070474537,0.5275492821926517,0.9238216755257592,-25.87615040841807,0.44999999999999996,0.907352210767307,0.023496240601503814,0.37708780442287937,43.94840639479225
AFC Wimbledon,26,-1.004495362688946,-1.2775233648304731,-0.9143037061877584,-0.5534119244317162,-0.4622637543763562,-1.110387187288645,-1.443188293604909,-1.260086806426925,-1.1687906483780377,-1.4558351758041068,-1.235371883137348,-0.089803066148694,-0.3984657948137188,-0.0738324108804764,0.3647655635574135,-1.6813242123113172,-1.180297641590274,-1.4325835442530608,-1.756453638374779,-1.3289569093767335,-0.932217266867259,-0.5434447608130729,-0.8855094583480082,-0.2529805658058225,-0.0103975551943255,-0.4919609482380983,-1.6669101463118132,-0.788805151034757,-0.8450235328096707,-1.035930514319651,-0.9624055234794362,0.8396961438013196,-26.483362439582084,0.15,0.8004069110128579,0.0,0.2959352861377682,31.158554928765653
AIK,27,0.6189378991968484,-0.2339293172555489,-0.3468532096955203,-0.3123241113632617,-0.353912803498068,-0.4957556623511467,-0.5831195518203635,-0.3980945821128901,-0.0537666321351114,-0.5899892754891861,-0.3389781000988509,-0.7522160209520521,-0.8697169441647111,-0.1820066319805146,1.1505572751676618,-0.0868714523417522,0.5716882166424008,-0.5007212076693118,0.5892866418167667,0.3779029609760914,0.6554322096866061,-0.2292354573671929,-0.2216960741080542,1.6111132461854285,-1.6282728442567966,-0.322468617553181,-0.6260419759796491,-0.112971723818701,-1.192365648539866,0.2300100078707001,0.0308976803019557,0.4128178870001454,-24.861176533440876,0.35,0.257734285991034,0.02436647173489275,0.5127367733507504,28.62093827691693
AJ Auxerre,27,0.0320188056761454,0.0426005446404604,0.2967931891585627,-0.3371815043952791,-0.3792508018228354,0.4358759453009645,-0.5440084240785221,0.0716375926998023,0.1758150467963909,-0.0820180775250615,-0.0862503374800678,-1.2920724504783363,-1.0760753421963014,0.4215405243716276,0.6551892367868907,-0.8997297221301578,0.3607603417558113,-0.0799936295061681,-0.1039583460440682,0.3851283528076079,-0.702802704249267,-0.3066709255149932,-0.1104771942646883,-0.2594232863541793,-1.127501921451746,-0.1529762868682629,-0.2790859192022616,-0.112971723818701,-0.2581351303689989,-1.023873937917837,0.5275492821926517,0.5663351769383034,-25.44764467100293,0.44999999999999996,0.4528944502525263,0.04873294346978564,0.43435662965382127,34.64960058440333
AS Béziers,26,0.4176547485343004,-0.9207418297268776,-1.2094422647032672,-0.5517017167888063,-0.5053206326485132,-0.7094563291098771,-0.9862650223901208,-0.8053591143820436,-0.4864397962752533,-0.559907953021225,-0.9319163123967664,1.7561412918469026,1.4096504571698183,-1.527916790645789,0.2396362149851418,-0.6576017268740366,-0.8973703478722053,-1.166638687153281,-0.9772588194397976,-1.0738449977870397,-0.8812362529521491,-1.0158755736955634,-0.7175145069762103,0.4138410109491141,0.5096337877186111,-0.4919609482380983,-1.4867598860620164,-0.3491062947737087,-0.8450235328096707,-1.035930514319651,0.2792234812473037,0.8396961438013196,-25.062305029335555,0.39999999999999997,0.8004069110128579,0.0,0.48585640355725257,42.15658286425276
AS Monaco,33,-1.3708067549737213,1.545612714119332,2.2056949057128232,1.4100457279028416,1.773432031058223,1.2629755871477188,0.8426588322231503,1.5466979505861929,1.1625124819534176,1.603156214133704,1.3913455019217962,1.0828170310740992,1.3134611077376983,0.5609050495656669,0.8560141172115288,0.6442293125549772,1.2891625789460244,1.188009446973657,0.9214510851982144,1.6068764261367352,0.6762594701412641,1.2402785404376473,1.2949250146651274,0.5781303849322121,-0.6722556279926092,1.865523287652117,1.597630933366336,1.0033007934231484,0.4779252778868377,-0.1974504281935747,2.514155689755436,0.5968810436791683,-26.849392378584977,0.8500000000000001,0.491726143888196,0.33891547049441784,0.24701621043881028,48.1914456205356
AS Nancy Lorraine,30,-0.1342749374880552,-0.326105937887552,-0.1579388121097766,-0.4702637665929887,-0.4246288533681004,-0.091209324613924,-0.529341751175331,-0.3925214885134176,-0.4393055205476708,-0.3851881893258729,-0.1123128880001294,-0.1280893194997124,-0.0055911524074178,0.3515290542347791,-0.0235988590483845,-0.2606847632220379,-0.3309073146431263,-0.4815140791009932,-1.22456847936264,-0.275994999776139,-0.4966128257481592,-0.3182862457371631,-0.124632324426571,-1.557631476848086,0.0242712009998701,-0.3394178506216721,-0.573998567463041,-1.2138473787537678,-1.2546476830845876,-1.2746507270755447,0.5275492821926517,0.9803892310823982,-25.61381064331218,0.44999999999999996,0.9792641982623437,0.02192982456140357,0.41214892227302435,46.58357362741929
AS Saint-Étienne,24,0.1848623196138287,1.0785400651524129,0.7899767934753295,0.7027890332744741,0.657015743300319,1.585727569159875,1.1866589784979886,1.3146365044393216,1.5058054626754456,0.9319085596811104,0.7370893266764382,1.1488028086298343,0.4732248180252601,0.4139961849172245,-0.0627597107311892,0.3833324670172334,0.8397423909774397,0.9158045242440944,1.214226608814842,0.8701327794981423,-0.02163971277239,0.415656800801204,0.7148174482093855,1.5517865278026433,1.939719980729188,1.98686438802882,0.8702060188728352,-0.165898437998273,0.6371691162114143,-0.7104029514707031,-0.7140797225340882,0.42597201328407064,-25.29491859351281,0.19999999999999998,0.2744565812277556,0.35635964912280704,0.4547681254082301,32.139608893969815
AZ Alkmaar,30,-1.366805033881536,0.880569823113223,1.203749478452954,0.1912053574260919,-0.0950045297068092,1.0569636837357048,1.4682590982392525,1.155206219682981,1.5058054626754456,1.334657152352666,1.522519826440127,0.9266058025748092,1.039098237627516,0.2646182637200711,0.3378859257159628,0.1907109993625866,0.3888840584073569,0.8108512859957897,1.6234450472373991,1.135124024919006,0.5122447940608369,0.1782686937606034,0.3485534552706618,0.2012312328533358,1.376352692573506,-0.0343316553888207,1.7679548157843274,0.6915143317107711,0.707236405074229,-0.4282790636682833,0.5275492821926517,0.4682710168280097,-26.84539373219251,0.44999999999999996,0.32822955027285805,0.06578947368421059,0.24755062050947085,27.289241111663486
Aalborg BK,27,-1.1662743435952951,-0.9210641256032132,-0.2716218124268622,-0.4061955086518739,-0.340092077139104,-0.6887964459187018,-0.0062304176281938,-0.7404417603662092,-0.5683462573264133,-0.2835939497330474,-0.3310803575170137,0.31432960811207,0.278151644886019,-0.0975100300912147,0.0393262701513338,-1.0034988629542092,-0.1929253298214827,0.3041489418601777,-0.4383471048945867,-0.2579315201973476,-0.4000635969262101,-0.5486567634768674,-0.4542446410532761,-1.7391014389601371,0.3748108469634052,-0.322468617553181,-0.4525639475909563,0.3104419896178623,0.0532750423546247,0.2300100078707001,-0.2174281206433922,0.8498090303294713,-26.64501711852547,0.3,0.8132630042697603,0.02436647173489275,0.27433050293925554,35.29899947359772
Aarhus GF,27,-0.8972697590649713,-1.0635189029435836,-0.7982415933074754,-0.5111317910375538,-0.3907680737886386,-0.0677087074839599,-0.2800083118210884,-1.01113487805488,-1.0275096151894196,-0.6141783801541452,-0.5206261794811006,0.7093465077654498,1.1551748365202847,-0.1095809732182556,-0.1481102849116612,-0.493300587235955,-1.405760610419368,-0.5555987178645041,-0.4791262218275781,-0.6553280709307472,-0.3509707687116606,-1.284293710880967,-1.1215579201134755,-0.1756679192255404,0.8755817697684557,-0.4919609482380983,-0.4525639475909563,-0.112971723818701,0.9875055605254918,-1.023873937917837,0.5275492821926517,0.33207372253046474,-26.37621922214286,0.44999999999999996,0.1550875782006106,0.0,0.3102547354670149,22.883557841690635
Aberdeen,27,-0.6527201367646777,-0.4015231729501027,0.1379713504802809,-0.3697585847043205,-0.3032368068485334,-0.1348533278552835,-0.9155641376260208,-0.3344020838332027,-0.7187618400746395,-0.1384593217432978,-0.3705690704261982,-0.0280183715875243,0.471612643040637,0.7233141025476977,-0.375711816059585,-0.7354285824920761,-0.2368686370895232,-1.0220575545236394,-0.0060884654048904,-0.2290299528712827,-0.457338563176518,-0.5873744975507665,-0.5957959426721066,-0.4269340206114571,0.8755817697684557,-0.4919609482380983,0.0678701375751257,0.0987351328995794,-0.2581351303689989,0.5434809943178359,-0.4657539215887402,0.5550571990877494,-26.13185749815867,0.25,0.438557224714359,0.0,0.342913128674069,25.7867588347107
Accrington Stanley,28,-0.2081638590830717,-1.1152934333635067,-0.9967688916553268,-0.5485943305804832,-0.4354386357702901,-1.2927982764910957,-1.349627814260928,-1.3480795676148318,-1.0260959349004335,-1.2710277580204543,-1.2277562027905768,-0.1737984178881765,-0.4616063623433044,0.8582500025035694,-0.3919690682844363,-0.5908929934871465,-0.5642462762364152,-1.6815676324051498,-1.2670370168542826,-0.9564720804800174,-0.331976519700079,-1.29086189791136,-0.911758669499852,-0.7230690686734309,-1.1990406247096104,-0.4919609482380983,-1.4996277617941447,-1.1185792932305414,-1.2146092323058364,0.4986994248253857,-0.4657539215887402,0.3685537203339405,-25.687642792773122,0.25,0.20146308656486822,0.0,0.4022814220397497,21.343612715115448
Adelaide United,25,-0.5128377528089104,-1.0651948415005288,-0.8049288286202471,-0.5134785759697692,-0.4922122052634343,-1.0037047154602068,-0.6191017893428594,-0.6949016240962325,-0.8938772448320489,-0.5796685908321376,-0.8216881267007274,-1.4648265079267473,-1.4495840426334825,-0.4263225208718595,-0.1513234829984559,-1.4234179861555392,-1.6391874586271926,-0.7004753447798121,-0.2292317932622134,-0.1212271067450581,-2.231553374850344,-1.3427574893325565,-0.8162115409071411,-0.034958902449426,0.114409967104779,-0.4919609482380983,-0.5427725223530754,-0.6041316314051168,0.2027519252619643,-1.0489516168336084,-0.4657539215887402,0.4441081968851632,-25.99208259203971,0.25,0.2975123593234451,0.0,0.36159372958850433,22.727652222798735
Ajax,30,-1.8730227520431435,1.7026176852950032,2.038817988135071,1.6909862016063195,0.151695435800698,2.582825181674026,2.9906597455904533,2.280174970547956,2.204050431011949,2.7424630438532445,2.6597947582246517,1.969450417659725,2.315940825447987,2.328749538444393,0.3619849113669179,1.0857198389700338,1.5120749921784415,2.4324817122637263,3.0768127747291696,2.169077596008996,0.8730770814377767,1.4065888072550805,0.6761436104456697,-0.9294662233832915,1.8270465230980515,1.9487286136247133,2.7047361690832736,1.6441951869430396,1.5480438714280098,-0.4282790636682833,1.2725266850286956,0.3359850465848885,-27.351222500839786,0.5999999999999999,0.16005988226648332,0.3508771929824561,0.17994774657086898,32.272120545495206
Akhisar Belediyespor,26,2.728648679272076,0.6804240839087669,-0.1938184015763685,-0.1731044998396188,-0.0197347276902976,1.39107273221801,1.1765051280265484,0.5670917379716006,0.7302822050646515,1.106349218322637,0.7493915795442995,0.5802063674941528,0.3515676134164898,1.3426463383736646,0.7957666530841357,2.090284944562874,0.7180532323890236,1.055900475752014,0.4964357294154959,0.5168528038898678,0.903099234076674,0.6828650087967973,0.6684438418411285,0.7037634356251717,0.5096337877186111,-0.3159496817576067,0.4948929766857582,0.0905925614873395,0.448526415426913,-1.361458077168597,1.0242008840833476,0.3558738500639645,-22.753086737684942,0.5499999999999999,0.1853436933310521,0.025303643724696408,0.7944782193639148,38.87813891049158
Al Ahli,30,0.5260090427227379,-0.0923125091936521,-0.1880313710172417,-0.0592367372151214,0.3590063311851579,0.2864791649747689,-0.0893415640796086,-0.5214987975297846,-0.3609310853262279,-0.1602295159417591,-0.0909889830291692,1.1517654353772322,1.1783901562988377,0.6122614257789032,0.1571435333337891,-0.4085557888963116,0.009213883611497,0.1029314044778066,-0.3731005178018036,-0.2499835891826802,-1.0268153704652951,-0.5970539310692419,-0.7252142755807516,-0.3515541901956807,0.0242712009998701,0.1182114422276044,0.0505223347362571,1.2631228448501306,0.146698094171711,-0.7104029514707031,-0.2174281206433922,0.5384736615955525,-24.954033988554865,0.3,0.4174752612279171,0.087719298245614,0.5003265839320705,32.63802858514004
Al Batin,30,-0.0242276074529222,-1.419655846294506,-1.4143031464963838,-0.5324226885475861,-0.3624355847527625,-1.9267753840149744,-1.5413421814954944,-1.7181216089594065,-1.9355447384116076,-1.8945883204192735,-1.7116057608221182,-1.941216888908721,-1.317256719895726,-2.2014754171347795,-1.3249440842000355,-0.7899073814247035,-1.9998741246832583,-1.96320685437119,-1.9072108968208952,-1.3489656867563171,-2.087220459899567,-2.182545141395446,-2.1902702473356426,0.3519908936848884,-0.4264226295246752,-0.4919609482380983,-0.730128793012865,0.1199058185714092,-1.2546476830845876,-0.1461551758658596,-0.9624055234794362,0.4742724940099886,-25.503847867519294,0.15,0.3358589793301221,0.0,0.4268451992161988,22.81760446365802
Al Faisaly,30,0.8561510328281344,-0.7258172837190605,-1.0983312779680172,-0.5077814467593255,-0.2028061953067284,-0.4537902746190701,-1.0397419682063689,-0.7077993549978696,-0.7171785181509742,-0.2908506811325345,-0.5743308290375924,0.0733692993235093,-0.2609596699715156,-0.2242549329251634,0.3499354185414403,0.0661880303737249,-0.9636909393028916,-0.3909661872789255,-0.3143785894182979,-0.6141433374911045,-1.2845527185916803,-0.4925160490697123,-0.3430257612099083,-0.4269340206114571,-0.4264226295246752,-0.4919609482380983,-0.417868341913217,0.8820505027572243,0.42696724962297,-0.7104029514707031,-0.2174281206433922,0.4678646682209329,-24.624145661176208,0.3,0.32771297614015626,0.0,0.5444154147615934,29.30320977254374
Al Fateh,28,-0.1610007176394449,-1.1556955235755866,-1.2466446040119454,-0.5252698468791892,-0.2377528891001087,-0.6777055934466517,-1.0101990985013705,-0.7799652302808358,-0.6367683833133877,-0.9366997756869232,-0.8926662675326369,-0.1864953896627464,-0.1258133441177896,-0.6083695874321341,-1.269860688426421,-0.5241842601002563,-0.7761157934216054,-0.6320352499220938,-0.5277698827405015,-1.0400801859589928,-2.044088903682498,-0.7215037905924931,-0.668015994518447,0.6499206996139025,0.2496181162621428,-0.4919609482380983,-0.495933454688129,0.1062960920680911,0.2868326718973405,-0.7104029514707031,0.0308976803019557,0.500692050702384,-25.640515888861884,0.35,0.3694450661212627,0.0,0.4085798264439675,28.20062231413075
Al Fayha,28,0.7586805405113022,-0.5658250064792258,-0.883921795752338,-0.4661646126488889,-0.2288681364407747,-0.6453322943390504,-0.981913372188075,-0.8797691003530244,-0.5985990155107374,-0.6490222094929545,-1.0221328334277495,-0.3261620791830493,-0.411859248532116,-0.3173736370480649,-0.7405436821643405,-0.782680601974456,-0.5981453989860462,-1.1700308409428188,-0.0401681559846037,-1.458120713353868,-1.3418861286851016,-0.8708436220203924,-0.8630101345035706,1.4575617397829244,-0.7161543777190259,-0.3285219150776417,-0.6632158392057976,-0.0978498054816826,-1.2146092323058364,-0.1058517633226568,0.0308976803019557,0.4742129024833706,-24.721541262592762,0.35,0.3357832230936223,0.023496240601503814,0.5313987123262107,31.016954400533418
Al Hazem,30,0.2618954506384215,-1.0274862239692537,-1.444395705403849,-0.5242706987830488,-0.3873128921988977,-0.6275269798298689,-1.0309419644644549,-1.266701027402123,-1.2230498727621149,-0.6609439825063981,-1.1358603266062015,0.4407350160011508,0.4935382228314913,-1.527916790645789,-2.433497424144033,-2.0429197568751274,-1.248443570399787,-1.09065444226763,-0.747452811246653,-1.7001197297680115,-1.6232932332720724,-1.2242812230664226,-1.3530954063328475,0.5781303849322121,1.376352692573506,-0.4919609482380983,-0.8862590185626911,-0.4517026945679527,-0.6941093721820697,-1.2746507270755447,0.0308976803019557,0.6326946124528312,-25.21794465045779,0.35,0.5372544486639894,0.0,0.4650555192684518,33.80774919831103
Al Hilal,30,1.0542362268913728,0.5713591593567756,0.1204173577842625,0.1850913651026888,0.5393668101696382,1.0720712233192518,1.0634589261111858,0.6392969836175154,0.4513130615141957,0.3622551448213411,0.5202962928050133,0.5118380579387599,0.981059938181129,0.5905337281502274,0.9162615813389166,0.221841741609802,0.0408530648444852,1.329443757340357,0.669213711005427,0.5628729918629103,1.7862036862284,-0.6231884015691247,-0.206529863220322,-0.1254146989483571,0.9256588620489608,0.5758407350768819,1.4556943646846774,0.3104419896178623,0.707236405074229,-0.1461551758658596,0.2792234812473037,0.5395513879979825,-24.42621266474901,0.39999999999999997,0.4188453301094869,0.1535087719298246,0.570868713259308,38.58057038246548
Al Ittihad,30,0.129838654596261,0.0208133434001706,-0.0827074148411185,-0.2666029768505408,0.1848651790622116,0.5433073378950819,-0.0189415341442932,0.1018915293826548,0.2945641910713069,-0.1457160531427849,-0.1052049196764765,0.4525855229907514,0.9114139788454658,0.3189375077917653,0.2776384615885698,0.6498894475090162,0.6024485317300275,-0.2345652832226271,-0.116192081123964,-0.5361091057107268,1.985029640497326,0.448324888926057,0.5305479859234429,0.0504715720217858,0.4749650315244155,-0.1868747530052469,0.6750432369355552,-0.4517026945679527,0.707236405074229,-0.7104029514707031,-0.4657539215887402,0.41362662189165716,-25.34989998140926,0.25,0.2587623971199826,0.04385964912280701,0.4474199869366422,25.001050829485795
Al Nassr,29,0.7521752796225258,-0.1336619587624284,-0.4111313767105073,-0.0104541699388156,0.3186164498430131,-0.2532246629064536,-0.2881002692849169,0.0356732941022212,-0.022373180200365,-0.4862819646842499,-0.3419737955609266,-0.4934118453170806,0.0264299783216212,-0.4883588437564968,0.116424557578724,0.1636057841300965,0.268327867847178,0.0206151391850173,0.322956822950962,-0.1941487509260312,-1.144638158180214,-0.0803724453244396,-0.1892717611756629,1.5225443522103157,-0.3331756301058039,-0.0185513349457427,-0.2132839084341364,-0.0837707780644566,-1.2353187758120876,-0.7104029514707031,-0.4657539215887402,0.6557739017705472,-24.72804152520121,0.25,0.5665941920642175,0.06805807622504535,0.5305299668911458,35.379555879510214
Al Qadisiyah,30,-0.1562844034950827,-0.7861510717690992,-0.8124519683471126,-0.4765630314110402,-0.2753650086912893,-0.9750003902514665,-1.6997422488499532,-1.180716154724546,-0.7599282100899429,-1.2414824944653982,-1.3633153129631077,-0.7917177109173886,-0.4350745683106712,-0.973860501114522,-1.4454390124548189,-0.7432112680538795,-0.9162321674534102,-1.1729707075604194,-0.7694735343904681,-1.2059029284922933,-1.586473612111161,-1.0064939689007348,-0.8708099001029764,1.5078149600601076,-0.4264226295246752,-0.4919609482380983,-0.730128793012865,0.5009781606643156,-0.1335710612795479,-0.4282790636682833,-0.7140797225340882,0.7723749279026627,-25.63580319847076,0.19999999999999998,0.7148242410845529,0.0,0.4092096668843892,33.10084769922355
